time,flowrate
0.3535,5.71e-08
0.354,4.83e-08
0.3545,4.03e-08
0.355,3.31e-08
0.3555,2.65e-08
0.356,2.07e-08
0.3565,1.56e-08
0.357,1.12e-08
0.3575,7.5e-09
0.358,4.6e-09
0.3585,2.4e-09
0.359,9e-10
0.3595,1e-10
0.36,0
0.3605,0
0.361,0
0.3615,0
0.362,0
0.3625,0
0.363,0
0.3635,0
0.364,0
0.3645,0
0.365,0
0.3655,0
0.366,0
0.3665,0
0.367,0
0.3675,0
0.368,0
0.3685,0
0.369,0
0.3695,0
0.37,0
0.3705,0
0.371,0
0.3715,0
0.372,0
0.3725,0
0.373,0
0.3735,0
0.374,0
0.3745,0
0.375,0
0.3755,0
0.376,0
0.3765,0
0.377,0
0.3775,0
0.378,0
0.3785,0
0.379,0
0.3795,0
0.38,0
0.3805,0
0.381,0
0.3815,0
0.382,0
0.3825,0
0.383,0
0.3835,0
0.384,0
0.3845,0
0.385,0
0.3855,0
0.386,0
0.3865,0
0.387,0
0.3875,0
0.388,0
0.3885,0
0.389,0
0.3895,0
0.39,0
0.3905,0
0.391,0
0.3915,0
0.392,0
0.3925,0
0.393,0
0.3935,0
0.394,0
0.3945,0
0.395,0
0.3955,0
0.396,0
0.3965,0
0.397,0
0.3975,0
0.398,0
0.3985,0
0.399,0
0.3995,0
0.4,0
0.4005,0
0.401,0
0.4015,0
0.402,0
0.4025,0
0.403,0
0.4035,0
0.404,0
0.4045,0
0.405,0
0.4055,0
0.406,0
0.4065,0
0.407,0
0.4075,0
0.408,0
0.4085,0
0.409,0
0.4095,0
0.41,0
0.4105,0
0.411,0
0.4115,0
0.412,0
0.4125,0
0.413,0
0.4135,0
0.414,0
0.4145,0
0.415,0
0.4155,0
0.416,0
0.4165,0
0.417,0
0.4175,0
0.418,0
0.4185,0
0.419,0
0.4195,0
0.42,0
0.4205,0
0.421,0
0.4215,0
0.422,0
0.4225,0
0.423,0
0.4235,0
0.424,0
0.4245,0
0.425,0
0.4255,0
0.426,0
0.4265,0
0.427,0
0.4275,0
0.428,0
0.4285,0
0.429,0
0.4295,0
0.43,0
0.4305,0
0.431,0
0.4315,0
0.432,0
0.4325,0
0.433,0
0.4335,0
0.434,0
0.4345,0
0.435,0
0.4355,0
0.436,0
0.4365,0
0.437,0
0.4375,0
0.438,0
0.4385,0
0.439,0
0.4395,0
0.44,0
0.4405,0
0.441,0
0.4415,0
0.442,0
0.4425,0
0.443,0
0.4435,0
0.444,0
0.4445,0
0.445,0
0.4455,0
0.446,0
0.4465,0
0.447,0
0.4475,0
0.448,0
0.4485,0
0.449,0
0.4495,0
0.45,0
0.4505,0
0.451,0
0.4515,0
0.452,0
0.4525,0
0.453,0
0.4535,0
0.454,0
0.4545,0
0.455,0
0.4555,0
0.456,0
0.4565,0
0.457,0
0.4575,0
0.458,0
0.4585,0
0.459,0
0.4595,0
0.46,0
0.4605,0
0.461,0
0.4615,0
0.462,0
0.4625,0
0.463,0
0.4635,0
0.464,0
0.4645,0
0.465,0
0.4655,0
0.466,0
0.4665,0
0.467,0
0.4675,0
0.468,0
0.4685,0
0.469,0
0.4695,0
0.47,0
0.4705,0
0.471,0
0.4715,0
0.472,0
0.4725,0
0.473,0
0.4735,0
0.474,0
0.4745,0
0.475,0
0.4755,0
0.476,0
0.4765,0
0.477,0
0.4775,0
0.478,0
0.4785,0
0.479,0
0.4795,0
0.48,0
0.4805,0
0.481,0
0.4815,0
0.482,0
0.4825,0
0.483,0
0.4835,0
0.484,0
0.4845,0
0.485,0
0.4855,0
0.486,0
0.4865,0
0.487,0
0.4875,0
0.488,0
0.4885,0
0.489,0
0.4895,0
0.49,0
0.4905,0
0.491,0
0.4915,0
0.492,0
0.4925,0
0.493,0
0.4935,0
0.494,0
0.4945,0
0.495,0
0.4955,0
0.496,0
0.4965,0
0.497,0
0.4975,0
0.498,0
0.4985,0
0.499,0
0.4995,0
0.5,0
